from_id,to_id,relation_type,weight
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Metody obliczenioweWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,6
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","GIS - Systemy Informacji PrzestrzennejWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Metrologia technicznaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Podstawy optymalizacjiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,5
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Komputerowe metody wspomagania projektowaniaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Wybrane elementy techniki pomiarowejWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Wybrane języki programowaniaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Alternatywne źródła energiiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,1
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Technologia i organizacja budowyWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Metoda Elementów Skończonych (MES)Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Metody numeryczneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","StatystykaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Planowanie przestrzenne (HES)Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,1
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Zarządzanie środowiskiem (HES)Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Dynamika ciekówWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Hydraulika stosowanaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Mechanika gruntów i fundamentowanieWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,5
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Metalowe konstrukcje hydrotechniczneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Teoria sprężystości i plastycznościWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Alternatywne źródła energiiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,1
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Technologia i organizacja budowyWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Metody numeryczneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,6
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","StatystykaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Ekonomika przedsiębiorstwa komunalnego (HES)Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Hydraulika stosowanaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Zarządzanie środowiskiem (HES)Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Podstawy biologiczne w uzdatnianiu wody i oczyszczaniu ściekówWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Projektowanie systemów zaopatrzenia w wodęWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,5
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Uzdatnianie wody do celów przemysłowychWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 1,5
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Dynamika procesów i sterowanieWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,5
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Wychowanie FizyczneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,0
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Ochrona powietrza atmosferycznegoWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Zarządzanie przedsiębiorstwami w ochronie środowiskaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Jakość powietrza w pomieszczeniachWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Praktyka zawodowaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Seminarium specjalizacyjneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,1
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Systemy klimatyzacjiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,6
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Systemy ogrzewczeWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,6
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Wentylacja pożarowaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Urządzenia stosowane w gospodarce odpadamiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Analiza cyklu życiaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Architektura i ekologia krajobrazuWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Ekotoksykologia (badania toksyczności odpadów)Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Gospodarka osadami ściekowymiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Metody membranowe w oczyszczaniu wody i ściekówWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Metody zwalczania nadzwyczajnych zagrożeń gleb i gruntówWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Nadzwyczajne zagrożenia biologiczneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Niezawodność i bezpieczeństwo systemów inżynierskichWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Procesy oczyszczania wody i ścieków przemysłowychWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Rekultywacja składowisk odpadówWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Systemy monitoringu środowiskaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Systemy wodnogospodarczeWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Wychowanie FizyczneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,0
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","GeotechnikaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Metody optymalizacyjne w gospodarce odpadamiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Prawodawstwo w ochronie środowiskaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,1
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Projektowanie instalacji do odzysku i unieszkodliwiania odpadów komunalnychWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Projektowanie instalacji do odzysku i unieszkodliwiania odpadów przemysłowychWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Technologia i projektowanie oczyszczania gleb i gruntów oraz rekultywacji terenów zdegradowanychWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Termiczne przekształcanie odpadówWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Ryzyko eksploatacji gazociągówWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Wychowanie FizyczneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,0
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Dynamika gazówWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Obliczenia inżynierskieWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Projektowanie i eksploatacja sieci gazowychWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","TermodynamikaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Zarządzanie gazowymi systemami transportowymiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Hydraulika sieci gazowychWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Komputerowe metody symulacji sieciWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Praktyka zawodowaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Systemy baz danych w zarządzaniu sieciamiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Zastosowanie metod optymalizacjiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,5
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Wychowanie FizyczneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,0
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Budowle i zbiorniki wodneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,5
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Chemia budowlanaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Fizyka wodyWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Prawo, ekonomika i zarządzanie w inżynierii wodnej (HES)Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Betonowe konstrukcje hydrotechniczneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Hydrotechniczne kształtowanie koryt i dolin rzecznychWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Mechanika budowliWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,5
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Praktyka zawodowaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Seminarium specjalizacyjneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,1
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Ziemne konstrukcje hydrotechniczneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Monitoring i sterowanie w sieciach i obiektach wodociągowych i kanalizacyjnychWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Wychowanie FizyczneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,0
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Analiza systemowa w ochronie środowiskaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Chemia środowiskaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Fizyka wodyWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Niezawodność wodociągów i kanalizacjiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Planowanie przestrzenne (HES)Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,1
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Oczyszczanie ścieków przemysłowychWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,5
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Praktyka zawodowaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Projektowanie systemów kanalizacyjnychWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,5
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Projektowanie technologiczne oczyszczania wody i ściekówWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Seminarium specjalizacyjneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 2,1
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Instalacje pary technologicznejWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Projektowanie układów regulacjiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Międzywydziałowy projekt interdyscyplinarny BIM - mpiBIMWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,9
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Przedsiębiorczość technologicznaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Wentylacja i klimatyzacja technologicznaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Zagadnienia prawno-administracyjne w projektowaniu COWWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Modelowanie sieci i instalacji COWWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Praca dyplomowaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,20
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Seminarium dyplomoweWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,1
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Metody oceny stopnia uciążliwości obiektów gospodarki odpadamiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,5
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Praca dyplomowaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,20
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Praktyka zawodowaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,4
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Projektowanie zintegrowanych systemów w gospodarce odpadamiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Seminarium dyplomoweWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,1
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Seminarium specjalizacyjneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,1
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Ocena inwestycji i podejmowania decyzjiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,2
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Praktyczne aspekty symulacji i optymalizacjiWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Praktyczne metody prognozowaniaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Gazowe systemy energetyczneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Pomiary i sieci inteligentneWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Sprężarki i turbiny gazoweWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Transport mediów sieciowychWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,3
"Inżynieria Środowiska [mgr] [st]Wydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska","Praca dyplomowaWydział Instalacji Budowlanych, Hydrotechniki i Inżynierii Środowiska",Semestr 3,20
